# Downloaded using SRA Run Selector (https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP041736&go=go)
AvgSpotLen	BioSample	DATASTORE_filetype	Experiment	Library_Name	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	age	biomaterial_provider	cell_line	disease	disease_stage	population	sex	tissue	Assay_Type	BioProject	BioSampleModel	Center_Name	Consent	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study
100	SAMN02731878	sra	SRX534735	K562_17	2014-05-08	386	249	SRR1275044	SRS603452	K562_17	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 17	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
272	SAMN02731878	contigs sra	SRX534735	K562_17	2016-12-07	60	41	SRR1275045	SRS603452	K562_17	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 17	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
276	SAMN02731879	contigs sra	SRX534736	K562_18	2016-12-07	36	27	SRR1275047	SRS603453	K562_18	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 18	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731880	contigs sra	SRX534737	K562_19	2016-12-07	293	197	SRR1275048	SRS603454	K562_19	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 19	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
272	SAMN02731826	contigs sra	SRX534738	K562_2	2016-12-07	72	49	SRR1275051	SRS603455	K562_2	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 2	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
275	SAMN02731881	contigs sra	SRX534739	K562_20	2016-12-07	43	29	SRR1275053	SRS603456	K562_20	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 20	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
274	SAMN02731883	contigs sra	SRX534741	K562_22	2016-12-07	38	27	SRR1275057	SRS603458	K562_22	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 22	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
275	SAMN02731884	contigs sra	SRX534742	K562_23	2016-12-07	41	28	SRR1275059	SRS603459	K562_23	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 23	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
276	SAMN02731885	contigs sra	SRX534743	K562_24	2016-12-07	42	29	SRR1275061	SRS603460	K562_24	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 24	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731886	contigs sra	SRX534744	K562_25	2016-12-07	294	192	SRR1275062	SRS603461	K562_25	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 25	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
279	SAMN02731887	contigs sra	SRX534745	K562_26	2016-12-07	14	10	SRR1275065	SRS603462	K562_26	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 26	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
275	SAMN02731888	contigs sra	SRX534746	K562_27	2016-12-07	47	33	SRR1275067	SRS603463	K562_27	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 27	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
275	SAMN02731889	contigs sra	SRX534747	K562_28	2016-12-07	57	39	SRR1275069	SRS603464	K562_28	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 28	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
276	SAMN02731890	contigs sra	SRX534748	K562_29	2016-12-07	46	32	SRR1275071	SRS603465	K562_29	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 29	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731827	contigs sra	SRX534749	K562_3	2016-12-07	332	215	SRR1275072	SRS603466	K562_3	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 3	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731891	contigs sra	SRX534750	K562_30	2016-12-07	268	191	SRR1275074	SRS603467	K562_30	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 30	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731892	contigs sra	SRX534751	K562_31	2016-12-07	406	264	SRR1275076	SRS603468	K562_31	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 31	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731893	contigs sra	SRX534752	K562_32	2016-12-07	255	165	SRR1275078	SRS603469	K562_32	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 32	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
276	SAMN02731894	contigs sra	SRX534753	K562_33	2016-12-07	47	32	SRR1275081	SRS603470	K562_33	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 33	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
274	SAMN02731895	contigs sra	SRX534754	K562_34	2016-12-07	74	50	SRR1275083	SRS603471	K562_34	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 34	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
276	SAMN02731896	contigs sra	SRX534755	K562_35	2016-12-07	50	34	SRR1275085	SRS603472	K562_35	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 35	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731897	contigs sra	SRX534756	K562_36	2016-12-07	309	201	SRR1275086	SRS603473	K562_36	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 36	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
275	SAMN02731897	contigs sra	SRX534756	K562_36	2016-12-07	48	33	SRR1275003	SRS603473	K562_36	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 36	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
276	SAMN02731898	contigs sra	SRX534757	K562_37	2016-12-07	51	35	SRR1275005	SRS603474	K562_37	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 37	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
274	SAMN02731899	contigs sra	SRX534758	K562_38	2016-12-07	51	34	SRR1275007	SRS603475	K562_38	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 38	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
275	SAMN02731900	contigs sra	SRX534759	K562_39	2016-12-07	47	33	SRR1275009	SRS603476	K562_39	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 39	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
273	SAMN02731828	contigs sra	SRX534760	K562_4	2016-12-07	52	35	SRR1275011	SRS603477	K562_4	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 4	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731901	contigs sra	SRX534761	K562_40	2016-12-07	336	218	SRR1275012	SRS603478	K562_40	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 40	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731902	contigs sra	SRX534762	K562_41	2016-12-07	323	210	SRR1275014	SRS603479	K562_41	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 41	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
100	SAMN02731903	contigs sra	SRX534763	K562_42	2016-12-07	306	199	SRR1275016	SRS603481	K562_42	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 42	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
274	SAMN02731903	contigs sra	SRX534763	K562_42	2016-12-07	44	31	SRR1275017	SRS603481	K562_42	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 42	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
273	SAMN02731829	contigs sra	SRX534764	K562_5	2016-12-07	53	37	SRR1275019	SRS603480	K562_5	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 5	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
273	SAMN02731830	contigs sra	SRX534765	K562_6	2016-12-07	50	34	SRR1275021	SRS603482	K562_6	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 6	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
274	SAMN02731831	contigs sra	SRX534766	K562_7	2016-12-07	46	31	SRR1275023	SRS603483	K562_7	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 7	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
274	SAMN02731832	contigs sra	SRX534767	K562_8	2016-12-07	46	31	SRR1275025	SRS603484	K562_8	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 8	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
274	SAMN02731833	contigs sra	SRX534768	K562_9	2016-12-07	51	36	SRR1275027	SRS603485	K562_9	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	K562 single cell of 9	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
50	SAMN02731982	sra	SRX534769	Kera_1	2014-05-08	4	2	SRR1275029	SRS603486	Kera_1	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 1	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
200	SAMN02731991	contigs sra	SRX534770	Kera_10	2016-12-07	541	344	SRR1275030	SRS603487	Kera_10	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 10	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
200	SAMN02731992	contigs sra	SRX534771	Kera_11	2016-12-07	373	236	SRR1275032	SRS603488	Kera_11	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 11	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
200	SAMN02731993	contigs sra	SRX534772	Kera_12	2016-12-07	629	409	SRR1275034	SRS603489	Kera_12	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 12	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
200	SAMN02731994	contigs sra	SRX534773	Kera_13	2016-12-07	351	228	SRR1275036	SRS603490	Kera_13	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 13	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
200	SAMN02731995	contigs sra	SRX534774	Kera_14	2016-12-07	490	315	SRR1275038	SRS603491	Kera_14	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 14	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
50	SAMN02731995	sra	SRX534774	Kera_14	2014-05-08	5	3	SRR1275039	SRS603491	Kera_14	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 14	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
50	SAMN02731996	sra	SRX534775	Kera_15	2014-05-08	8	5	SRR1275041	SRS603492	Kera_15	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 15	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
50	SAMN02731997	sra	SRX534776	Kera_16	2014-05-08	9	6	SRR1275043	SRS603493	Kera_16	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 16	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
200	SAMN02731998	contigs sra	SRX534777	Kera_17	2016-12-07	497	313	SRR1274410	SRS603494	Kera_17	neonatal	ATCC	primary epidermal keratinocytes (ATCC® PCS-200-010?)	normal		Kera single cell of 17	male	foreskin	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
250	SAMN02732128	sra	SRX534594	chip_1g_C87	2014-05-08	521	361	SRR1275324	SRS603311	chip_1g_C87	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	chip single cell of C87	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
250	SAMN02732129	sra	SRX534595	chip_1g_C88	2014-05-08	692	480	SRR1275326	SRS603312	chip_1g_C88	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	chip single cell of C88	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
195	SAMN02732129	sra	SRX534595	chip_1g_C88	2014-05-08	24	14	SRR1275327	SRS603312	chip_1g_C88	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	chip single cell of C88	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
195	SAMN02732130	sra	SRX534596	chip_1g_C92	2014-05-08	26	15	SRR1275329	SRS603313	chip_1g_C92	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	chip single cell of C92	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
196	SAMN02732131	sra	SRX534597	chip_1g_C93	2014-05-08	19	12	SRR1275331	SRS603314	chip_1g_C93	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	chip single cell of C93	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
195	SAMN02732132	sra	SRX534598	chip_1g_C94	2014-05-08	13	8	SRR1275333	SRS603315	chip_1g_C94	53	ATCC	K-562 (ATCC® CCL-243?)	chronic myelogenous leukemia (CML)	terminal blast crisis	chip single cell of C94	female	pleural effusion	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732061	sra	SRX534599	GW16_1	2014-05-08	1999	1473	SRR1275334	SRS603316	GW16_1	gestational Week 16	ScienCell				GW16 single cell of 1		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
196	SAMN02732061	sra	SRX534599	GW16_1	2014-05-08	72	40	SRR1275335	SRS603316	GW16_1	gestational Week 16	ScienCell				GW16 single cell of 1		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
196	SAMN02732070	sra	SRX534600	GW16_10	2014-05-08	62	35	SRR1275337	SRS603317	GW16_10	gestational Week 16	ScienCell				GW16 single cell of 10		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
196	SAMN02732071	sra	SRX534601	GW16_11	2014-05-08	54	31	SRR1275339	SRS603318	GW16_11	gestational Week 16	ScienCell				GW16 single cell of 11		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
183	SAMN02732072	sra	SRX534602	GW16_12	2014-05-08	39	22	SRR1275341	SRS603319	GW16_12	gestational Week 16	ScienCell				GW16 single cell of 12		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
183	SAMN02732073	sra	SRX534603	GW16_13	2014-05-08	44	25	SRR1275343	SRS603320	GW16_13	gestational Week 16	ScienCell				GW16 single cell of 13		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
202	SAMN02732075	sra	SRX534605	GW16_15	2014-05-08	1739	1235	SRR1275346	SRS603322	GW16_15	gestational Week 16	ScienCell				GW16 single cell of 15		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
180	SAMN02732076	sra	SRX534606	GW16_16	2014-05-08	36	21	SRR1275349	SRS603323	GW16_16	gestational Week 16	ScienCell				GW16 single cell of 16		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
180	SAMN02732077	sra	SRX534607	GW16_17	2014-05-08	43	24	SRR1275351	SRS603324	GW16_17	gestational Week 16	ScienCell				GW16 single cell of 17		brain	RNA-Seq	PRJNA236018	Human	FLUIDIGM INC	public	ncbi	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2014-08-02	SRP041736
